timestamp,buyer,seller,symbol,currency,price,quantity
80500,,,STARFRUIT,SEASHELLS,4981.0,1
81300,,,STARFRUIT,SEASHELLS,4986.0,1
81800,,,STARFRUIT,SEASHELLS,4981.0,1
81900,,,STARFRUIT,SEASHELLS,4984.0,4
82100,,,STARFRUIT,SEASHELLS,4981.0,1
82400,,,STARFRUIT,SEASHELLS,4983.0,4
82600,,,STARFRUIT,SEASHELLS,4981.0,1
83200,,,STARFRUIT,SEASHELLS,4982.0,2
83300,,,STARFRUIT,SEASHELLS,4982.0,15
83400,,,STARFRUIT,SEASHELLS,4987.0,3
84000,,,STARFRUIT,SEASHELLS,4987.0,4
84200,,,STARFRUIT,SEASHELLS,4987.0,1
84600,,,STARFRUIT,SEASHELLS,4989.0,2
84700,,,STARFRUIT,SEASHELLS,4988.0,1
84800,,,STARFRUIT,SEASHELLS,4989.0,1
85700,,,STARFRUIT,SEASHELLS,4982.0,2
85900,,,STARFRUIT,SEASHELLS,4983.0,1
86000,,,STARFRUIT,SEASHELLS,4983.0,1
86300,,,STARFRUIT,SEASHELLS,4983.0,1
87200,,,STARFRUIT,SEASHELLS,4983.0,1
87900,,,STARFRUIT,SEASHELLS,4987.0,10
88500,,,STARFRUIT,SEASHELLS,4985.0,10
88600,,,STARFRUIT,SEASHELLS,4986.0,4
88800,,,STARFRUIT,SEASHELLS,4986.0,5
88900,,,STARFRUIT,SEASHELLS,4989.0,1
89100,,,STARFRUIT,SEASHELLS,4985.0,2
89400,,,STARFRUIT,SEASHELLS,4989.0,3
90000,,,STARFRUIT,SEASHELLS,4984.0,1
90100,,,STARFRUIT,SEASHELLS,4990.0,1
90200,,,STARFRUIT,SEASHELLS,4982.0,4
90800,,,STARFRUIT,SEASHELLS,4987.0,3
91000,,,STARFRUIT,SEASHELLS,4985.0,1
91500,,,STARFRUIT,SEASHELLS,4990.0,1
91900,,,STARFRUIT,SEASHELLS,4986.0,1
92300,,,STARFRUIT,SEASHELLS,4987.0,1
92400,,,STARFRUIT,SEASHELLS,4991.0,2
92500,,,STARFRUIT,SEASHELLS,4986.0,1
93100,,,STARFRUIT,SEASHELLS,4990.0,2
93300,,,STARFRUIT,SEASHELLS,4986.0,1
94300,,,STARFRUIT,SEASHELLS,4985.0,1
95100,,,STARFRUIT,SEASHELLS,4985.0,2
95300,,,STARFRUIT,SEASHELLS,4987.0,1
95600,,,STARFRUIT,SEASHELLS,4991.0,1
95800,,,STARFRUIT,SEASHELLS,4986.0,1
95900,,,STARFRUIT,SEASHELLS,4991.0,1
96100,,,STARFRUIT,SEASHELLS,4986.0,1
96200,,,STARFRUIT,SEASHELLS,4986.0,1
96400,,,STARFRUIT,SEASHELLS,4986.0,9
96500,,,STARFRUIT,SEASHELLS,4993.0,6
96800,,,STARFRUIT,SEASHELLS,4991.0,1
97000,,,STARFRUIT,SEASHELLS,4987.0,2
97300,,,STARFRUIT,SEASHELLS,4993.0,1
98100,,,STARFRUIT,SEASHELLS,4993.0,1
98200,,,STARFRUIT,SEASHELLS,4989.0,1
98300,,,STARFRUIT,SEASHELLS,4989.0,4
98400,,,STARFRUIT,SEASHELLS,4988.0,1
98500,,,STARFRUIT,SEASHELLS,4992.0,3
98700,,,STARFRUIT,SEASHELLS,4994.0,6
98800,,,STARFRUIT,SEASHELLS,4994.0,5
99300,,,STARFRUIT,SEASHELLS,4990.0,2
99400,,,STARFRUIT,SEASHELLS,4995.0,8
100000,,,STARFRUIT,SEASHELLS,4987.0,14
100100,,,STARFRUIT,SEASHELLS,4987.0,1
101400,,,STARFRUIT,SEASHELLS,4987.0,2
102200,,,STARFRUIT,SEASHELLS,4991.0,2
102500,,,STARFRUIT,SEASHELLS,4990.0,1
103100,,,STARFRUIT,SEASHELLS,4984.0,2
103300,,,STARFRUIT,SEASHELLS,4988.0,2
103600,,,STARFRUIT,SEASHELLS,4990.0,1
104100,,,STARFRUIT,SEASHELLS,4983.0,7
104400,,,STARFRUIT,SEASHELLS,4989.0,2
104700,,,STARFRUIT,SEASHELLS,4985.0,1
104800,,,STARFRUIT,SEASHELLS,4985.0,1
105200,,,STARFRUIT,SEASHELLS,4986.0,1
106100,,,STARFRUIT,SEASHELLS,4991.0,8
106800,,,STARFRUIT,SEASHELLS,4990.0,2
106900,,,STARFRUIT,SEASHELLS,4984.0,10
107500,,,STARFRUIT,SEASHELLS,4990.0,2
107700,,,STARFRUIT,SEASHELLS,4990.0,2
108100,,,STARFRUIT,SEASHELLS,4983.0,4
108400,,,STARFRUIT,SEASHELLS,4987.0,1
108600,,,STARFRUIT,SEASHELLS,4984.0,2
108800,,,STARFRUIT,SEASHELLS,4983.0,1
108900,,,STARFRUIT,SEASHELLS,4989.0,1
109400,,,STARFRUIT,SEASHELLS,4988.0,1
109600,,,STARFRUIT,SEASHELLS,4990.0,12
109900,,,STARFRUIT,SEASHELLS,4988.0,1
110300,,,STARFRUIT,SEASHELLS,4983.0,8
111300,,,STARFRUIT,SEASHELLS,4986.0,1
111600,,,STARFRUIT,SEASHELLS,4984.0,1
112300,,,STARFRUIT,SEASHELLS,4981.0,1
112400,,,STARFRUIT,SEASHELLS,4986.0,1
112500,,,STARFRUIT,SEASHELLS,4981.0,1
113100,,,STARFRUIT,SEASHELLS,4985.0,1
113200,,,STARFRUIT,SEASHELLS,4980.0,1
113400,,,STARFRUIT,SEASHELLS,4984.0,2
113700,,,STARFRUIT,SEASHELLS,4984.0,1
113800,,,STARFRUIT,SEASHELLS,4979.0,1
113900,,,STARFRUIT,SEASHELLS,4979.0,1
114300,,,STARFRUIT,SEASHELLS,4979.0,1
115000,,,STARFRUIT,SEASHELLS,4980.0,1
115200,,,STARFRUIT,SEASHELLS,4980.0,1
115300,,,STARFRUIT,SEASHELLS,4986.0,1
115600,,,STARFRUIT,SEASHELLS,4981.0,3
115800,,,STARFRUIT,SEASHELLS,4984.0,1
116600,,,STARFRUIT,SEASHELLS,4981.0,3
116700,,,STARFRUIT,SEASHELLS,4983.0,1
116900,,,STARFRUIT,SEASHELLS,4981.0,5
117700,,,STARFRUIT,SEASHELLS,4984.0,1
118000,,,STARFRUIT,SEASHELLS,4977.0,1
118300,,,STARFRUIT,SEASHELLS,4980.0,2
118600,,,STARFRUIT,SEASHELLS,4975.0,1
119000,,,STARFRUIT,SEASHELLS,4980.0,1
119300,,,STARFRUIT,SEASHELLS,4981.0,1
119500,,,STARFRUIT,SEASHELLS,4974.0,1
119700,,,STARFRUIT,SEASHELLS,4974.0,1
120200,,,STARFRUIT,SEASHELLS,4973.0,1
120700,,,STARFRUIT,SEASHELLS,4973.0,1
120800,,,STARFRUIT,SEASHELLS,4978.0,1
121300,,,STARFRUIT,SEASHELLS,4981.0,9
122000,,,STARFRUIT,SEASHELLS,4975.0,9
122700,,,STARFRUIT,SEASHELLS,4973.0,1
123000,,,STARFRUIT,SEASHELLS,4973.0,1
123100,,,STARFRUIT,SEASHELLS,4973.0,1
123200,,,STARFRUIT,SEASHELLS,4978.0,1
123300,,,STARFRUIT,SEASHELLS,4978.0,9
124000,,,STARFRUIT,SEASHELLS,4977.0,1
124900,,,STARFRUIT,SEASHELLS,4976.0,2
125100,,,STARFRUIT,SEASHELLS,4970.0,1
125200,,,STARFRUIT,SEASHELLS,4974.0,1
125300,,,STARFRUIT,SEASHELLS,4976.0,2
125400,,,STARFRUIT,SEASHELLS,4969.0,2
127300,,,STARFRUIT,SEASHELLS,4970.0,1
127600,,,STARFRUIT,SEASHELLS,4969.0,1
128900,,,STARFRUIT,SEASHELLS,4974.0,3
129200,,,STARFRUIT,SEASHELLS,4969.0,2
129600,,,STARFRUIT,SEASHELLS,4975.0,1
129700,,,STARFRUIT,SEASHELLS,4970.0,1
129800,,,STARFRUIT,SEASHELLS,4970.0,1
130200,,,STARFRUIT,SEASHELLS,4970.0,1
130300,,,STARFRUIT,SEASHELLS,4970.0,1
130400,,,STARFRUIT,SEASHELLS,4969.0,1
130500,,,STARFRUIT,SEASHELLS,4976.0,12
132000,,,STARFRUIT,SEASHELLS,4975.0,1
132300,,,STARFRUIT,SEASHELLS,4971.0,1
132700,,,STARFRUIT,SEASHELLS,4968.0,3
133400,,,STARFRUIT,SEASHELLS,4975.0,1
133700,,,STARFRUIT,SEASHELLS,4974.0,1
134100,,,STARFRUIT,SEASHELLS,4973.0,9
134200,,,STARFRUIT,SEASHELLS,4969.0,2
134700,,,STARFRUIT,SEASHELLS,4974.0,1
135200,,,STARFRUIT,SEASHELLS,4967.0,15
135600,,,STARFRUIT,SEASHELLS,4967.0,1
136500,,,STARFRUIT,SEASHELLS,4975.0,2
136900,,,STARFRUIT,SEASHELLS,4968.0,1
137000,,,STARFRUIT,SEASHELLS,4974.0,9
140400,,,STARFRUIT,SEASHELLS,4971.0,1
140800,,,STARFRUIT,SEASHELLS,4966.0,1
140900,,,STARFRUIT,SEASHELLS,4965.0,1
141200,,,STARFRUIT,SEASHELLS,4964.0,11
141400,,,STARFRUIT,SEASHELLS,4969.0,1
141600,,,STARFRUIT,SEASHELLS,4969.0,1
141700,,,STARFRUIT,SEASHELLS,4968.0,10
142000,,,STARFRUIT,SEASHELLS,4964.0,11
142400,,,STARFRUIT,SEASHELLS,4970.0,1
142800,,,STARFRUIT,SEASHELLS,4967.0,4
143100,,,STARFRUIT,SEASHELLS,4963.0,2
143200,,,STARFRUIT,SEASHELLS,4963.0,1
143800,,,STARFRUIT,SEASHELLS,4964.0,1
144200,,,STARFRUIT,SEASHELLS,4969.0,2
144800,,,STARFRUIT,SEASHELLS,4968.0,1
145800,,,STARFRUIT,SEASHELLS,4967.0,1
145900,,,STARFRUIT,SEASHELLS,4968.0,1
146000,,,STARFRUIT,SEASHELLS,4967.0,1
146200,,,STARFRUIT,SEASHELLS,4962.0,10
146300,,,STARFRUIT,SEASHELLS,4970.0,2
146900,,,STARFRUIT,SEASHELLS,4963.0,1
147000,,,STARFRUIT,SEASHELLS,4969.0,8
147100,,,STARFRUIT,SEASHELLS,4964.0,4
147300,,,STARFRUIT,SEASHELLS,4963.0,1
147400,,,STARFRUIT,SEASHELLS,4962.0,1
147800,,,STARFRUIT,SEASHELLS,4967.0,1
148000,,,STARFRUIT,SEASHELLS,4964.0,1
148100,,,STARFRUIT,SEASHELLS,4963.0,3
148200,,,STARFRUIT,SEASHELLS,4967.0,1
148300,,,STARFRUIT,SEASHELLS,4962.0,10
148500,,,STARFRUIT,SEASHELLS,4966.0,1
148700,,,STARFRUIT,SEASHELLS,4961.0,1
148800,,,STARFRUIT,SEASHELLS,4961.0,9
149400,,,STARFRUIT,SEASHELLS,4963.0,3
150000,,,STARFRUIT,SEASHELLS,4964.0,1
150100,,,STARFRUIT,SEASHELLS,4964.0,1
150200,,,STARFRUIT,SEASHELLS,4965.0,1
150300,,,STARFRUIT,SEASHELLS,4959.0,1
151400,,,STARFRUIT,SEASHELLS,4960.0,1
151900,,,STARFRUIT,SEASHELLS,4960.0,1
152100,,,STARFRUIT,SEASHELLS,4966.0,2
152300,,,STARFRUIT,SEASHELLS,4959.0,1
152800,,,STARFRUIT,SEASHELLS,4965.0,3
153400,,,STARFRUIT,SEASHELLS,4963.0,2
153500,,,STARFRUIT,SEASHELLS,4967.0,1
153600,,,STARFRUIT,SEASHELLS,4961.0,1
153900,,,STARFRUIT,SEASHELLS,4961.0,1
154000,,,STARFRUIT,SEASHELLS,4963.0,10
154700,,,STARFRUIT,SEASHELLS,4962.0,1
154800,,,STARFRUIT,SEASHELLS,4962.0,1
155600,,,STARFRUIT,SEASHELLS,4969.0,1
156200,,,STARFRUIT,SEASHELLS,4964.0,5
156400,,,STARFRUIT,SEASHELLS,4969.0,7
156700,,,STARFRUIT,SEASHELLS,4969.0,2
157000,,,STARFRUIT,SEASHELLS,4969.0,9
157400,,,STARFRUIT,SEASHELLS,4964.0,1
157700,,,STARFRUIT,SEASHELLS,4972.0,1
157900,,,STARFRUIT,SEASHELLS,4966.0,2
158000,,,STARFRUIT,SEASHELLS,4965.0,1
158300,,,STARFRUIT,SEASHELLS,4965.0,1
158500,,,STARFRUIT,SEASHELLS,4965.0,1
159200,,,STARFRUIT,SEASHELLS,4964.0,2
159400,,,STARFRUIT,SEASHELLS,4965.0,8
159500,,,STARFRUIT,SEASHELLS,4964.0,1
159900,,,STARFRUIT,SEASHELLS,4964.0,2
160200,,,STARFRUIT,SEASHELLS,4964.0,1
160300,,,STARFRUIT,SEASHELLS,4969.0,1
160400,,,STARFRUIT,SEASHELLS,4963.0,1
160700,,,STARFRUIT,SEASHELLS,4963.0,1
160800,,,STARFRUIT,SEASHELLS,4969.0,13
161200,,,STARFRUIT,SEASHELLS,4964.0,3
161400,,,STARFRUIT,SEASHELLS,4969.0,13
161800,,,STARFRUIT,SEASHELLS,4962.0,1
162000,,,STARFRUIT,SEASHELLS,4968.0,2
162300,,,STARFRUIT,SEASHELLS,4962.0,2
162400,,,STARFRUIT,SEASHELLS,4962.0,1
162700,,,STARFRUIT,SEASHELLS,4962.0,1
162800,,,STARFRUIT,SEASHELLS,4961.0,2
163100,,,STARFRUIT,SEASHELLS,4967.0,1
163300,,,STARFRUIT,SEASHELLS,4969.0,1
163600,,,STARFRUIT,SEASHELLS,4966.0,2
163700,,,STARFRUIT,SEASHELLS,4963.0,4
164900,,,STARFRUIT,SEASHELLS,4964.0,3
165500,,,STARFRUIT,SEASHELLS,4968.0,1
165700,,,STARFRUIT,SEASHELLS,4968.0,1
166600,,,STARFRUIT,SEASHELLS,4964.0,3
166700,,,STARFRUIT,SEASHELLS,4963.0,1
167300,,,STARFRUIT,SEASHELLS,4968.0,2
168200,,,STARFRUIT,SEASHELLS,4960.0,1
169200,,,STARFRUIT,SEASHELLS,4959.0,1
169300,,,STARFRUIT,SEASHELLS,4962.0,3
169500,,,STARFRUIT,SEASHELLS,4966.0,12
169600,,,STARFRUIT,SEASHELLS,4966.0,1
170000,,,STARFRUIT,SEASHELLS,4964.0,1
170200,,,STARFRUIT,SEASHELLS,4967.0,1
170400,,,STARFRUIT,SEASHELLS,4967.0,12
171700,,,STARFRUIT,SEASHELLS,4964.0,1
172000,,,STARFRUIT,SEASHELLS,4959.0,13
173600,,,STARFRUIT,SEASHELLS,4965.0,1
174100,,,STARFRUIT,SEASHELLS,4963.0,1
174400,,,STARFRUIT,SEASHELLS,4960.0,3
174700,,,STARFRUIT,SEASHELLS,4961.0,2
174900,,,STARFRUIT,SEASHELLS,4962.0,1
175200,,,STARFRUIT,SEASHELLS,4958.0,2
175500,,,STARFRUIT,SEASHELLS,4964.0,1
175600,,,STARFRUIT,SEASHELLS,4963.0,1
176000,,,STARFRUIT,SEASHELLS,4958.0,1
176500,,,STARFRUIT,SEASHELLS,4963.0,1
176900,,,STARFRUIT,SEASHELLS,4959.0,2
177200,,,STARFRUIT,SEASHELLS,4958.0,7
177300,,,STARFRUIT,SEASHELLS,4959.0,2
178200,,,STARFRUIT,SEASHELLS,4962.0,1
178500,,,STARFRUIT,SEASHELLS,4956.0,13
178700,,,STARFRUIT,SEASHELLS,4957.0,7
178800,,,STARFRUIT,SEASHELLS,4958.0,4
179600,,,STARFRUIT,SEASHELLS,4959.0,7
180000,,,STARFRUIT,SEASHELLS,4957.0,1
180500,,,STARFRUIT,SEASHELLS,4956.0,1
181400,,,STARFRUIT,SEASHELLS,4957.0,1
181500,,,STARFRUIT,SEASHELLS,4957.0,2
181800,,,STARFRUIT,SEASHELLS,4961.0,2
183100,,,STARFRUIT,SEASHELLS,4957.0,1
183400,,,STARFRUIT,SEASHELLS,4957.0,1
184200,,,STARFRUIT,SEASHELLS,4955.0,1
184400,,,STARFRUIT,SEASHELLS,4961.0,9
185000,,,STARFRUIT,SEASHELLS,4955.0,1
185500,,,STARFRUIT,SEASHELLS,4956.0,7
186000,,,STARFRUIT,SEASHELLS,4955.0,1
186500,,,STARFRUIT,SEASHELLS,4955.0,1
186800,,,STARFRUIT,SEASHELLS,4955.0,1
187300,,,STARFRUIT,SEASHELLS,4959.0,1
187400,,,STARFRUIT,SEASHELLS,4961.0,13
187500,,,STARFRUIT,SEASHELLS,4955.0,1
187600,,,STARFRUIT,SEASHELLS,4961.0,15
